BRANDS,CATEGORY_TAGS,CITY,ENCLOSED,INCLUDES_PARKING_LOT,LATITUDE,LOCATION_NAME,LONGITUDE,MEDIAN_DWELL,NAICS_CODE,NORMALIZED_VISITS_BY_TOTAL_VISITORS,NORMALIZED_VISITS_BY_TOTAL_VISITS,POSTAL_CODE,RAW_VISITOR_COUNTS,RAW_VISIT_COUNTS,REGION,STREET_ADDRESS,SUB_CATEGORY,TOP_CATEGORY,dwell_5_20,dwell_lt5,dwell_61_240,dwell_gt240,dwell_21_60,dwell_total_obs,peak_hour,evening_share,avg_daily_visits,max_daily_visits,std_daily_visits,dwell_lt5_share,dwell_5_20_share,dwell_21_60_share,dwell_61_240_share,dwell_gt240_share,fast_food_behavior_score,visit_volume_score,stability_score,zip_restaurant_count,competition_score,fast_food_behavior_score_norm
,"Bar or Pub,Japanese Food,Sushi",Boston,False,False,42.349633,Nagomi Izakaya,-71.095306,2.0,722511,0.00136341346,9.419583817e-05,2215.0,202.0,232.0,MA,636 Beacon St,Full-Service Restaurants,Restaurants and Other Eating Places,4,192,9,9,14,228.0,18,0.38498789346246975,7.419354838709677,11.0,1.7556212676371328,0.8421052631578947,0.017543859649122806,0.06140350877192982,0.039473684210526314,0.039473684210526314,0.5122807017543859,0.005459831241579806,0.9927802421368428,74,0.09876543209876543,0.8538011695906432
,Seafood,Boston,False,False,42.360044,Wicked Lobsta,-71.054191,1.0,722511,0.001968051996,0.0001323392806,2109.0,327.0,333.0,MA,1 Faneuil Hall Market Pl,Full-Service Restaurants,Restaurants and Other Eating Places,15,299,7,0,9,330.0,16,0.23842592592592593,10.838709677419354,53.0,11.553792211395352,0.906060606060606,0.045454545454545456,0.02727272727272727,0.021212121212121213,0.0,0.5618181818181818,0.007847030182703444,0.9479776686927188,47,0.4320987654320988,0.9363636363636363
,Smoothie & Juice Bar,Boston,False,False,42.329385,617 Nutrition,-71.069289,5.0,722515,0.0005716966694,3.954900723e-05,2118.0,87.0,96.0,MA,953 Massachusetts Ave,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,87,8,0,0,95.0,5,0.0,3.225806451612903,6.0,2.3377639912249597,0.9157894736842105,0.0,0.0,0.08421052631578947,0.0,0.5494736842105262,0.0022453851426410456,0.9901183685812359,44,0.4691358024691358,0.9157894736842104
,"Bagel Shop,Bakery,Coffee Shop",Boston,False,False,42.350783,Finagle A Bagel,-71.07564,8.0,722515,0.000693259296,4.823570159e-05,2116.0,109.0,118.0,MA,535 Boylston St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,27,72,0,0,18,117.0,10,0.07655502392344497,3.774193548387097,6.0,2.2100894365110504,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.0,0.0,0.46153846153846156,0.002765369070410551,0.9907021661744142,81,0.012345679012345734,0.7692307692307693
Starbucks,"Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",Boston,False,False,42.352328,Starbucks,-71.056263,2.0,722515,0.02404141081,0.001659348073,2111.0,2764.0,4116.0,MA,1 Financial Ctr,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,109,3477,154,324,50,4114.0,14,0.2170409737699297,133.2258064516129,180.0,31.88963799491004,0.8451628585318425,0.026494895478852698,0.012153621779290228,0.0374331550802139,0.07875546912980068,0.5176956733106466,0.09726063012597792,0.8549911072728349,66,0.19753086419753085,0.862826122184411
,"American Food,Bar or Pub,Late Night",Boston,False,False,42.347962,Dillon's,-71.085932,17.0,722511,0.000632984395,4.372400208e-05,2115.0,93.0,108.0,MA,955 Boylston St,Full-Service Restaurants,Restaurants and Other Eating Places,10,80,5,0,12,107.0,12,0.2608695652173913,3.4193548387096775,5.0,0.7523808896574582,0.7476635514018691,0.09345794392523364,0.11214953271028037,0.04672897196261682,0.0,0.48598130841121495,0.00252901273960623,0.997367603489747,75,0.0864197530864198,0.8099688473520249
,,Boston,True,False,42.349711,Back Bay Restaurant Group,-71.084588,5.0,722511,0.00073886041,5.095413472e-05,2115.0,100.0,125.0,MA,284 Newbury St,Full-Service Restaurants,Restaurants and Other Eating Places,12,100,0,12,0,124.0,13,0.26635514018691586,3.838709677419355,8.0,3.293167650420688,0.8064516129032258,0.0967741935483871,0.0,0.0,0.0967741935483871,0.5225806451612903,0.0029308185019735755,0.9857497427575388,75,0.0864197530864198,0.8709677419354839
,Sushi,Boston,False,False,42.360296,Ueno Sushi,-71.054443,2.0,722511,0.0006843722203,4.693134192e-05,2109.0,116.0,116.0,MA,1 Faneuil Hall Market Pl,Full-Service Restaurants,Restaurants and Other Eating Places,6,103,0,0,6,115.0,13,0.029940119760479042,3.870967741935484,8.0,1.7733135647593228,0.8956521739130435,0.05217391304347826,0.05217391304347826,0.0,0.0,0.5582608695652174,0.002718097804249687,0.9926993433195266,47,0.4320987654320988,0.9304347826086956
Boloco,"Breakfast,Catering,Counter Service,Dinner,Lunch,Mexican Food",Boston,False,False,42.346918,Boloco,-71.088078,81.0,722513,0.0002292341997,1.563799548e-05,2215.0,24.0,40.0,MA,1080 Boylston St,Limited-Service Restaurants,Restaurants and Other Eating Places,1,26,5,4,2,38.0,18,0.6041666666666666,1.2903225806451613,7.0,2.2603674892070775,0.6842105263157895,0.02631578947368421,0.05263157894736842,0.13157894736842105,0.10526315789473684,0.42105263157894735,0.0009217896901368503,0.9904722675370592,74,0.09876543209876543,0.7017543859649122
Five Guys,"Burgers,Counter Service,Dinner,Lunch",Boston,False,False,42.350657,Five Guys,-71.131343,2.0,722513,0.001695223755,0.0001183332239,2134.0,206.0,292.0,MA,1223 Commonwealth Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,13,261,11,0,5,290.0,18,0.4340175953079179,9.225806451612904,22.0,6.533830953604551,0.9,0.04482758620689655,0.017241379310344827,0.03793103448275862,0.0,0.5579310344827586,0.0068779692264057295,0.970931665334521,23,0.7283950617283951,0.9298850574712644
Caffè Nero,"Breakfast,Casual Dining,Coffee Shop,Drinks,Healthy Food,Pastries,Snacks",Boston,False,False,42.343625,Caffè Nero,-71.086627,1.0,722515,0.0001182958862,8.196076678e-06,2115.0,16.0,20.0,MA,114 New Edgerly Rd,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,1,16,0,0,1,18.0,10,0.5,0.6451612903225806,2.0,0.5417050201208602,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.0,0.0,0.5555555555555556,0.00044907702852820913,0.9983309282951619,75,0.0864197530864198,0.925925925925926
,Italian Food,Boston,False,False,42.349118,Faccia a Faccia,-71.083602,189.0,722511,0.0005655317346,3.908343798e-05,2116.0,32.0,96.0,MA,276 Newbury St,Full-Service Restaurants,Restaurants and Other Eating Places,3,26,28,33,3,93.0,13,0.21621621621621623,3.096774193548387,5.0,0.9282254561250425,0.27956989247311825,0.03225806451612903,0.03225806451612903,0.3010752688172043,0.3548387096774194,0.18064516129032257,0.0022453851426410456,0.9965635463703993,81,0.012345679012345734,0.3010752688172043
,"Latin American Food,Peruvian Food",Boston,False,False,42.379799,Pollos A La Brasa El Chalan,-71.027032,61.0,722511,0.0005239749522,3.636980924e-05,2128.0,60.0,89.0,MA,405 Chelsea St,Full-Service Restaurants,Restaurants and Other Eating Places,12,30,15,16,13,86.0,16,0.3153153153153153,2.903225806451613,5.0,0.8927969356837449,0.3488372093023256,0.13953488372093023,0.1511627906976744,0.1744186046511628,0.18604651162790697,0.2651162790697674,0.0020799357110780213,0.9967255448595255,52,0.37037037037037035,0.4418604651162791
,Hawaiian Food,Boston,False,False,42.341154,Poke Station and Kitchen,-71.087673,1.0,722513,0.001310051885,9.124559614e-05,2115.0,174.0,223.0,MA,313 Huntington Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,6,209,6,0,0,221.0,16,0.23880597014925373,7.129032258064516,11.0,1.8270712591621028,0.9457013574660633,0.027149321266968326,0.0,0.027149321266968326,0.0,0.5782805429864253,0.005247110543855917,0.9924535338653446,75,0.0864197530864198,0.9638009049773755
,Cafeteria,Boston,True,False,42.353302,Harbor Cafe,-71.045252,9.0,722513,0.004573761728,0.0003166294161,2210.0,495.0,781.0,MA,1 Courthouse Way,Limited-Service Restaurants,Restaurants and Other Eating Places,28,562,78,83,28,779.0,9,0.2447833065810594,24.774193548387096,31.0,3.179670072348802,0.7214377406931964,0.03594351732991014,0.03594351732991014,0.10012836970474968,0.10654685494223363,0.4472400513478819,0.018435793802737008,0.9862687154930099,82,0.0,0.7454000855798032
Starbucks,"Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",Boston,True,False,42.33719,Starbucks,-71.105562,1.0,722515,2.329351202e-05,1.472955642e-06,2115.0,3.0,4.0,MA,300 Longwood Ave,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,3,0,0,0,3.0,11,0.5,0.0967741935483871,1.0,0.29565004483586066,1.0,0.0,0.0,0.0,0.0,0.6,7.090689924129617e-05,0.9994560256388167,75,0.0864197530864198,1.0
Dunkin',"Coffee Shop,Counter Service,Dessert,Donut Shop,Snacks",Boston,False,False,42.340143,Dunkin',-71.102915,1.0,722515,0.002506917951,0.0001739530243,2115.0,275.0,428.0,MA,400 Fenway Emmanuel College,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,13,376,10,16,10,425.0,11,0.16102841677943167,13.67741935483871,25.0,3.4769944081726822,0.8847058823529412,0.03058823529411765,0.023529411764705882,0.023529411764705882,0.03764705882352941,0.5430588235294117,0.01009241532534449,0.984909186712696,75,0.0864197530864198,0.9050980392156862
,"Chicken Wings,Pizza,Sandwich Shop",Boston,False,False,42.361,Cafe Podima,-71.064871,10.0,722511,0.0003463223419,2.296786104e-05,2114.0,51.0,59.0,MA,156 Cambridge St,Full-Service Restaurants,Restaurants and Other Eating Places,16,42,0,0,0,58.0,16,0.24489795918367346,1.903225806451613,5.0,1.923619550435558,0.7241379310344828,0.27586206896551724,0.0,0.0,0.0,0.5448275862068965,0.0013708667186650594,0.9920120624993608,52,0.37037037037037035,0.9080459770114943
,Seafood,Boston,False,False,42.338952,Wong Trading,-71.046111,1.0,722511,0.001454840755,0.0001007406471,2127.0,216.0,248.0,MA,333 W 1st St,Full-Service Restaurants,Restaurants and Other Eating Places,0,248,0,0,0,248.0,14,0.012987012987012988,7.935483870967742,11.0,1.9165742938726387,1.0,0.0,0.0,0.0,0.0,0.6,0.005838001370866719,0.9920442772490733,38,0.5432098765432098,1.0
,"BBQ and Southern Food,Chinese Food",Boston,False,False,42.353126,Mala Restaurant,-71.131143,7.0,722511,0.0006279398541,4.356473949e-05,2134.0,101.0,107.0,MA,129 Brighton Ave,Full-Service Restaurants,Restaurants and Other Eating Places,5,78,16,0,5,104.0,15,0.3128834355828221,3.4193548387096775,5.0,0.6103512234975645,0.75,0.04807692307692308,0.04807692307692308,0.15384615384615385,0.0,0.4692307692307692,0.002505377106525798,0.9980170404699649,23,0.7283950617283951,0.7820512820512819
,"American Food,Pizza",Boston,False,False,42.336898,Down At The Rink,-71.023928,48.0,722511,0.002008888272,0.0001394882315,2127.0,260.0,343.0,MA,1880 William J Day Blvd,Full-Service Restaurants,Restaurants and Other Eating Places,16,188,82,0,55,341.0,12,0.37303370786516854,10.903225806451612,15.0,2.7632944189473623,0.5513196480938416,0.0469208211143695,0.16129032258064516,0.2404692082111437,0.0,0.3495601173020527,0.008083386513507764,0.988172611730271,38,0.5432098765432098,0.5826001955034212
,Cafe,Boston,False,False,42.346755,Palm Cafe,-71.080975,3.0,722513,0.0005521997014,3.830599083e-05,2199.0,79.0,94.0,MA,800 Boylston St,Limited-Service Restaurants,Restaurants and Other Eating Places,7,78,2,2,2,91.0,13,0.11842105263157894,3.129032258064516,4.0,0.6086439440036521,0.8571428571428571,0.07692307692307693,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.545054945054945,0.0021981138764801816,0.9980248470815616,8,0.9135802469135803,0.9084249084249084
,"Bar or Pub,Pizza",Boston,False,False,42.365114,Locale,-71.053397,1.0,722511,0.0004847089155,3.271989712e-05,2113.0,67.0,84.0,MA,352 Hanover St,Full-Service Restaurants,Restaurants and Other Eating Places,0,72,5,0,5,82.0,19,0.9629629629629629,2.5806451612903225,5.0,1.661212024462417,0.8780487804878049,0.0,0.06097560975609756,0.06097560975609756,0.0,0.526829268292683,0.001961757545675861,0.993211932610036,40,0.5185185185185186,0.878048780487805
,"Noodles,Seafood,Thai Food",Boston,False,False,42.350906,Thai Basil Restaurant,-71.076669,15.0,722511,0.002209411783,0.0001524161814,2116.0,281.0,376.0,MA,132 Newbury St,Full-Service Restaurants,Restaurants and Other Eating Places,37,256,32,5,43,373.0,13,0.30994152046783624,12.161290322580646,19.0,2.829530614140437,0.6863270777479893,0.09919571045576407,0.11528150134048257,0.08579088471849866,0.013404825737265416,0.4514745308310992,0.008863362405162022,0.9878697437749322,81,0.012345679012345734,0.7524575513851653
,"American Food,Bar or Pub,Late Night,Sports Bar",Boston,False,False,42.348991,Tony C's Sports Bar & Grill,-71.03857,11.0,722511,0.000900297949,6.217494644e-05,2210.0,149.0,153.0,MA,250 Northern Ave,Full-Service Restaurants,Restaurants and Other Eating Places,13,115,17,3,3,151.0,19,0.5693950177935944,4.935483870967742,9.0,1.4353932555669027,0.7615894039735099,0.08609271523178808,0.019867549668874173,0.11258278145695365,0.019867549668874173,0.4913907284768212,0.003592616228225673,0.9942444989978422,82,0.0,0.8189845474613687
,"American Food,Bar or Pub,Irish Pub,Late Night",Boston,False,False,42.359468,The Black Rose,-71.053801,1.0,722511,0.001356637482,9.398386875e-05,2109.0,210.0,231.0,MA,160 State St,Full-Service Restaurants,Restaurants and Other Eating Places,6,210,2,4,8,230.0,19,0.22972972972972974,7.516129032258065,11.0,1.411267280917894,0.9130434782608695,0.02608695652173913,0.034782608695652174,0.008695652173913044,0.017391304347826087,0.5582608695652174,0.005436195608499374,0.994354816092464,47,0.4320987654320988,0.9304347826086956
,"Sandwich Shop,Seafood",Boston,False,False,42.364672,Cusser's,-71.062451,14.0,722511,0.001647872245,0.0001144361274,2114.0,255.0,282.0,MA,80 Causeway St,Full-Service Restaurants,Restaurants and Other Eating Places,6,222,25,4,22,279.0,17,0.34793187347931875,9.0,17.0,2.3000701251581788,0.7956989247311828,0.021505376344086023,0.07885304659498207,0.08960573476702509,0.014336917562724014,0.48602150537634403,0.006641612895601409,0.9902907254642239,52,0.37037037037037035,0.8100358422939068
,"Asian Food,Japanese Food,Thai Food",Boston,True,False,42.34425,Thazia,-71.031122,66.0,722511,0.004564402762,0.0003195547684,2210.0,314.0,778.0,MA,21 Drydock Ave,Full-Service Restaurants,Restaurants and Other Eating Places,51,332,123,155,116,777.0,8,0.12127107652399481,25.032258064516128,47.0,9.299614528840193,0.4272844272844273,0.06563706563706563,0.1492921492921493,0.1583011583011583,0.1994851994851995,0.2826254826254826,0.01836488690349571,0.9582849966377491,82,0.0,0.471042471042471
,"Mediterranean Food,Middle Eastern Food,Sandwich Shop",Boston,False,False,42.35093,Miznon,-71.044961,5.0,722513,0.003420457986,0.0002380356074,2210.0,413.0,584.0,MA,107 Seaport Blvd,Limited-Service Restaurants,Restaurants and Other Eating Places,27,416,65,50,23,581.0,14,0.36507936507936506,19.161290322580644,35.0,5.8974941326588075,0.7160068846815835,0.04647160068846816,0.039586919104991396,0.11187607573149742,0.08605851979345955,0.4481927710843373,0.01377957408589189,0.9738413438162772,82,0.0,0.7469879518072289
Potbelly Sandwich Works,"Breakfast,Catering,Counter Service,Dinner,Lunch,Sandwich Shop",Boston,True,False,42.367356,Potbelly Sandwich Works,-71.015582,31.0,722513,0.04779196789,0.003310607175,2128.0,5520.0,8145.0,MA,100 Harborside Dr,Limited-Service Restaurants,Restaurants and Other Eating Places,1073,3833,1289,936,1012,8143.0,9,0.23426676492262344,261.258064516129,352.0,32.92706283927621,0.47071104015719023,0.13176961807687584,0.1242785214294486,0.15829546850055262,0.1149453518359327,0.33513447132506446,0.1924885958070387,0.8502474359234303,52,0.37037037037037035,0.5585574522084408
,"Coffee Shop,Sandwich Shop,Smoothie & Juice Bar",Boston,False,False,42.371103,Toasted Flats,-71.037038,1.0,722515,0.0006306066479,4.331535888e-05,2128.0,82.0,107.0,MA,53 Chelsea St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,3,99,0,0,3,105.0,14,0.224,3.3548387096774195,5.0,1.514412205716839,0.9428571428571428,0.02857142857142857,0.02857142857142857,0.0,0.0,0.5771428571428572,0.002505377106525798,0.993883181325606,52,0.37037037037037035,0.961904761904762
,"Coffee Shop,Smoothie & Juice Bar,Soup",Boston,False,False,42.345049,Revolution Health Kitchen,-71.081683,1.0,722515,0.001033417949,7.139505182e-05,2115.0,160.0,176.0,MA,150 Huntington Ave,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,176,0,0,0,176.0,12,0.3188976377952756,5.709677419354839,8.0,1.0532146914396456,1.0,0.0,0.0,0.0,0.0,0.6,0.004136235789075611,0.9959920275198862,75,0.0864197530864198,1.0
,"Bar or Pub,Italian Food,Late Night,Seafood,Wine Bar",Boston,False,False,42.363424,Vinoteca di Monica,-71.054204,1.0,722511,0.0007782843879,5.305755043e-05,2109.0,126.0,133.0,MA,143 Richmond St,Full-Service Restaurants,Restaurants and Other Eating Places,0,133,0,0,0,133.0,18,0.38596491228070173,4.096774193548387,7.0,2.3466494812223497,1.0,0.0,0.0,0.0,0.0,0.6,0.0031199035666170318,0.9900777392821065,47,0.4320987654320988,1.0
,"Italian Food,Seafood",Boston,False,False,42.363269,Mare,-71.054109,1.0,722511,0.01212778981,0.0008365541822,2109.0,1651.0,2049.0,MA,135 Richmond St,Full-Service Restaurants,Restaurants and Other Eating Places,86,1779,82,43,56,2046.0,16,0.32592592592592595,67.29032258064517,149.0,27.230430734023614,0.8695014662756598,0.042033235581622676,0.02737047898338221,0.04007820136852395,0.021016617790811338,0.538514173998045,0.048405776548724855,0.8762955401813297,47,0.4320987654320988,0.8975236233300751
,"American Food,Burgers,Sandwich Shop",Boston,True,False,42.353716,Kingston Grille & Bar,-71.059286,2.0,722511,0.02187919036,0.001518582386,2111.0,2335.0,3730.0,MA,25 Kingston St,Full-Service Restaurants,Restaurants and Other Eating Places,106,2929,162,427,104,3728.0,15,0.25711763407636284,118.70967741935483,160.0,15.492336395544601,0.785675965665236,0.028433476394849784,0.027896995708154508,0.04345493562231759,0.11453862660944206,0.48277896995708147,0.08813727575693114,0.9299684998298625,66,0.19753086419753085,0.8046316165951358
,"American Food,Bar or Pub,French Food,Late Night",Boston,False,False,42.349534,Deuxave,-71.089123,137.0,722511,0.002110156934,0.000146874981,2115.0,251.0,359.0,MA,371 Commonwealth Ave,Full-Service Restaurants,Restaurants and Other Eating Places,4,258,33,59,2,356.0,12,0.09386733416770963,11.612903225806452,16.0,1.772139573525209,0.7247191011235955,0.011235955056179775,0.0056179775280898875,0.09269662921348315,0.16573033707865167,0.4393258426966292,0.008461556642794677,0.9927047114467813,75,0.0864197530864198,0.7322097378277154
,,Boston,False,False,42.346753,Fenway Ticket King,-71.098599,3.0,722511,0.002065676974,0.0001436127314,2215.0,299.0,352.0,MA,4 Jersey St,Full-Service Restaurants,Restaurants and Other Eating Places,7,296,33,7,7,350.0,14,0.17685589519650655,11.419354838709678,18.0,2.574993812061304,0.8457142857142858,0.02,0.02,0.09428571428571429,0.02,0.5154285714285715,0.008296107211231652,0.9890336246497241,74,0.09876543209876543,0.8590476190476192
Au Bon Pain,"Bakery,Breakfast,Brunch,Catering,Coffee Shop,Counter Service,Dessert,Lunch,Pastries,Salad,Sandwich Shop,Snacks",Boston,False,False,42.351698,Au Bon Pain,-71.055206,1.0,722513,0.001499909828,0.0001035035945,2210.0,241.0,258.0,MA,640 Atlantic Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,6,247,3,0,0,256.0,16,0.27540106951871657,8.03225806451613,14.0,3.649868499334594,0.96484375,0.0234375,0.0,0.01171875,0.0,0.58828125,0.006074357701671039,0.9841187122241077,82,0.0,0.98046875
,Asian Food,Boston,False,False,42.35127,Bon Me Fort Point,-71.050152,1.0,722511,0.001433081345,9.915542673e-05,2210.0,212.0,244.0,MA,313 Congress St,Full-Service Restaurants,Restaurants and Other Eating Places,4,212,18,4,4,242.0,15,0.10559006211180125,7.774193548387097,11.0,1.5389497344356853,0.8760330578512396,0.01652892561983471,0.01652892561983471,0.0743801652892562,0.01652892561983471,0.5322314049586777,0.00574345883854499,0.9937709823816527,82,0.0,0.8870523415977962
,,Boston,False,False,42.359067,Bay Tower,-71.056447,63.0,722511,0.006814588258,0.0004697161214,2109.0,647.0,1167.0,MA,60 State St Ste 33,Full-Service Restaurants,Restaurants and Other Eating Places,52,767,94,241,10,1164.0,13,0.109402460456942,36.903225806451616,54.0,10.49225471235861,0.6589347079037801,0.044673539518900345,0.00859106529209622,0.08075601374570447,0.20704467353951891,0.41323024054982815,0.02755914817178378,0.95283159623055,47,0.4320987654320988,0.688717067583047
Poke Works,"Catering,Counter Service,Dinner,Hawaiian Food,Lunch",Boston,False,False,42.338459,Poke Works,-71.108078,33.0,722513,0.003040543064,0.0002108626588,2215.0,414.0,518.0,MA,433 Brookline Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,25,388,38,12,51,514.0,14,0.19300361881785283,16.516129032258064,20.0,2.2269749153668656,0.754863813229572,0.048638132295719845,0.09922178988326848,0.07392996108949416,0.023346303501945526,0.47237354085603106,0.012219622302583374,0.990624956569589,74,0.09876543209876543,0.7872892347600517
,"Salad,Sandwich Shop",Boston,False,False,42.352018,Al's South Street Cafe,-71.05742,2.0,722513,0.02404141081,0.001659348073,2111.0,2764.0,4116.0,MA,179 Essex St,Limited-Service Restaurants,Restaurants and Other Eating Places,109,3477,154,324,50,4114.0,14,0.2170409737699297,133.2258064516129,180.0,31.88963799491004,0.8451628585318425,0.026494895478852698,0.012153621779290228,0.0374331550802139,0.07875546912980068,0.5176956733106466,0.09726063012597792,0.8549911072728349,66,0.19753086419753085,0.862826122184411
,Indian Food,Boston,False,False,42.37514,Desai Daba,-71.038577,128.0,722511,0.0005071856879,3.472501837e-05,2128.0,76.0,86.0,MA,Central Sq,Full-Service Restaurants,Restaurants and Other Eating Places,0,70,10,5,0,85.0,0,0.11180124223602485,2.774193548387097,5.0,1.430309630799701,0.8235294117647058,0.0,0.0,0.11764705882352941,0.058823529411764705,0.4941176470588235,0.002009028811836725,0.9942677440987189,52,0.37037037037037035,0.8235294117647058
,"American Food,Bar or Pub,Late Night",Boston,True,False,42.361195,Saus,-71.05673,7.0,722511,0.0005215935317,3.665722981e-05,2108.0,87.0,87.0,MA,33 Union St,Full-Service Restaurants,Restaurants and Other Eating Places,0,87,0,0,0,87.0,15,0.2184873949579832,2.7419354838709675,7.0,2.9942713253863977,1.0,0.0,0.0,0.0,0.0,0.6,0.002032664444917157,0.9871164595285967,31,0.6296296296296297,1.0
